,0
0,0.062010378
1,0.06216696
2,0.061984167
3,0.0752971
4,0.083371386
5,0.0952504
6,0.09049806
7,0.097577654
8,0.100421496
9,0.1228486
10,0.11114417
11,0.11617809
12,0.12813325
13,0.10630695
14,0.115393326
15,0.117311195
16,0.13727412
17,0.15649705
18,0.16929479
19,0.1755286
20,0.19158049
21,0.2005155
22,0.17565984
23,0.16409987
24,0.1535506
25,0.15078828
26,0.14942582
27,0.1492421
28,0.13447486
29,0.13018253
30,0.12690116
31,0.13130194
32,0.12723409
33,0.12898272
34,0.13696231
35,0.14261243
36,0.13371433
37,0.11990342
38,0.10786831
39,0.10720402
40,0.092681065
41,0.08221968
42,0.08569651
43,0.08607717
44,0.105834246
45,0.12427899
46,0.11162361
47,0.12735693
48,0.11991908
49,0.10467965
50,0.11800667
51,0.12167018
52,0.12713724
53,0.1312367
54,0.13414277
55,0.13160816
56,0.14196894
57,0.1429364
58,0.13924445
59,0.1489598
60,0.14418961
61,0.12786429
62,0.09860773
63,0.09611735
64,0.10592962
65,0.103566274
66,0.09264711
67,0.09690471
68,0.10844834
69,0.06170825
70,0.035962813
71,0.022811044
72,0.03187678
73,0.027757876
74,0.020074245
75,0.028692411
76,0.030095955
77,0.028501026
78,0.038654774
79,0.047021028
80,0.04868203
81,0.038163204
82,0.03885202
83,0.04091981
84,0.035809398
85,0.048061993
86,0.04310773
87,0.033207364
88,0.02706777
89,0.032858685
90,0.027238801
91,0.039863545
92,0.038272947
93,0.026296185
94,0.023133686
95,0.017107328
96,0.013916229
97,-0.0022595443
98,-0.0135563435
99,-0.0076748515
100,-0.0036172501
101,-0.00017903163
102,-0.018396655
103,-0.021079537
104,-0.024455229
105,-0.0379791
106,-0.04482271
107,-0.028112438
108,-0.031632993
109,-0.036004357
110,-0.045066945
111,-0.035593476
112,-0.02462479
113,-0.025058638
114,-0.018177327
115,-0.020724291
116,-0.030382788
117,-0.029256368
118,-0.035390213
119,-0.036224358
120,-0.023204483
121,-0.016029319
122,-0.0020151068
123,0.02649835
124,0.060261298
125,0.077964224
126,0.10393664
127,0.09707985
128,0.106787324
129,0.11237765
130,0.11801144
131,0.12031103
132,0.13511792
133,0.13847652
134,0.13620478
135,0.14759223
136,0.1478594
137,0.13865584
138,0.14409459
139,0.14013727
140,0.13351834
141,0.13278
142,0.14045164
143,0.13246983
144,0.14956336
145,0.15519717
146,0.17148188
147,0.19094428
148,0.16817275
149,0.13905185
150,0.12936597
151,0.13412285
152,0.15160023
153,0.13438724
154,0.1206666
155,0.1200468
156,0.13270527
157,0.124748975
158,0.13335285
159,0.13346854
160,0.12827253
161,0.13987677
162,0.14268152
163,0.15011027
164,0.15155496
165,0.1477591
166,0.13720302
167,0.12870046
168,0.117503986
169,0.11887712
170,0.12339508
171,0.13480164
172,0.11945209
173,0.12774353
174,0.13259743
175,0.12230676
176,0.11733472
177,0.118322216
178,0.110716835
179,0.11980009
180,0.12145202
181,0.118261926
182,0.12338424
183,0.114230976
184,0.11189222
185,0.09813292
186,0.08795196
187,0.10368891
188,0.11949733
189,0.124813855
190,0.14233558
191,0.14483298
192,0.13197973
193,0.15261817
194,0.14721599
195,0.19073585
196,0.09425079
197,0.09079126
198,0.10483494
199,0.11277845
200,0.117415674
201,0.1298558
202,0.11941297
203,0.11356851
204,0.090801924
205,0.08328896
206,0.08287895
207,0.08475965
208,0.075158104
209,0.05973257
210,0.029289905
211,0.021116558
212,0.02906849
213,0.020118477
214,0.019986536
215,0.0035722258
216,-0.009804697
217,-0.010548673
218,-0.020182822
219,-0.039229043
220,-0.05072602
221,-0.029917916
222,-0.027330521
223,-0.027706824
224,-0.022040922
225,-0.018984504
226,-0.019502569
227,-0.011745588
228,-0.018989615
229,-0.016141264
230,-0.013078816
231,0.00048566028
232,0.012061225
233,0.019892804
234,0.03559042
235,0.0251521
236,0.003361202
237,-0.010315817
238,-0.022542525
239,-0.013426487
240,-0.00091223326
241,-0.0115234535
242,-0.020567086
243,-0.02854203
244,-0.03572711
245,-0.0281383
246,-0.041399736
247,-0.03996894
248,-0.042038362
249,-0.040756885
250,-0.030415747
251,-0.021363273
252,-0.011235599
253,-0.014486115
254,-0.010055663
255,-0.024244329
256,-0.02081157
257,-0.024213385
258,-0.01004844
259,-0.01931554
260,-0.023696702
261,-0.004249861
262,0.004910453
263,0.012040768
264,0.017821472
265,0.015141915
266,0.00821178
267,0.014163524
268,0.010861252
269,0.00076972623
270,-0.012070715
271,-0.03134292
272,-0.043521587
273,-0.063914806
274,-0.06370905
275,-0.06624416
276,-0.049581192
277,-0.04369105
278,-0.030439636
279,-0.035198394
280,-0.03397924
281,-0.039544813
282,-0.041251432
283,-0.049662683
284,-0.030026864
285,-0.06537969
286,-0.08254223
287,-0.050860822
288,-0.06263583
289,-0.06778288
290,-0.071219414
291,-0.07427817
292,-0.07428899
293,-0.06731137
294,-0.0621428
295,-0.04339789
296,-0.05032349
297,-0.03961563
298,-0.047197714
299,-0.03880633
300,-0.021402586
301,-0.00653226
302,0.030822696
303,0.05024509
304,0.06586573
305,0.07235191
306,0.0728022
307,0.088560745
308,0.07933008
309,0.059912715
310,0.051034093
311,0.052922033
312,0.053571664
313,0.040503737
314,0.031963818
315,0.024696654
316,0.021949869
317,0.021706607
318,0.009245738
319,0.02093291
320,0.024059877
321,0.03919618
322,0.0212669
323,0.020118073
324,0.030467702
325,0.00914208
326,0.018853119
327,0.019828917
328,0.029037248
329,0.028521063
330,0.042399533
331,0.03668544
332,0.0444193
333,0.047323637
334,0.04205654
335,0.052097306
336,0.054699764
337,0.054199662
338,0.059703074
339,0.05642131
340,0.06701166
341,0.07246838
342,0.05491729
343,0.047471456
344,0.022368457
345,0.01171212
346,-0.00040285016
347,-0.021787375
348,-0.027914077
349,-0.021723201
350,-0.025634052
351,-0.029131297
352,-0.020453315
353,-0.021790313
354,-0.01433519
355,-0.009241311
356,-0.014745002
357,-0.0234671
358,-0.015814122
359,-0.021606456
360,-0.026814472
361,-0.033543143
362,-0.04718706
363,-0.045510393
364,-0.04061242
365,-0.037730258
366,-0.033601474
367,-0.027246416
368,-0.018111411
369,0.010244192
370,0.031175295
371,0.03743516
372,0.026281456
373,0.03167549
374,0.05310337
375,0.05261729
376,0.059207965
377,0.07205713
378,0.06728618
379,0.052814532
380,0.04846976
381,0.05560167
382,0.05092286
383,0.048226006
384,0.03970612
385,0.03767424
386,-0.0014489727
387,-0.029266648
388,-0.030644104
389,-0.039668683
390,-0.036116485
391,-0.048801985
392,-0.04415658
393,-0.048322916
394,-0.043688327
395,-0.053177904
396,-0.05969764
397,-0.060590357
398,-0.05194549
399,-0.044728003
400,-0.04697991
401,-0.05719335
402,-0.05653169
403,-0.059432674
404,-0.047771897
405,-0.05008565
406,-0.03217479
407,-0.033435773
408,-0.03200644
409,-0.033404894
410,-0.03666346
411,-0.032538943
412,-0.024717044
413,-0.036786016
414,-0.025434334
415,-0.037351135
416,-0.02743108
417,-0.05151982
418,-0.04170338
419,-0.03284495
420,-0.054956082
421,-0.04034932
422,-0.035812892
423,-0.046993174
424,-0.052915767
425,-0.05180918
426,-0.042884104
427,-0.044947203
428,-0.048939183
429,-0.035602335
430,-0.026799196
431,-0.013496775
432,-0.0150876865
433,-0.014064062
434,-0.009447775
435,-0.015040495
436,-0.009250165
437,-0.012444351
438,-0.020083006
439,-0.025929835
440,-0.027212953
441,-0.013697165
442,-0.012520768
443,-0.016110918
444,-0.006147109
445,-0.003693404
446,0.0015991183
447,0.006531423
448,0.01298467
449,0.029402558
450,0.038070414
451,0.03868629
452,0.046934344
453,0.041148774
454,0.018238716
455,0.025880793
456,0.028618256
457,0.037622344
458,0.004310703
459,-0.017514821
460,-0.021678463
461,-0.025264135
462,-0.0221158
463,-0.017820952
464,-0.026335808
465,-0.016401445
466,-0.01511228
467,-0.028564043
468,-0.019542325
469,-0.007032307
470,0.0030608235
471,0.0018274714
472,-0.0070951153
473,-0.016172558
474,-0.02173053
475,-0.033452906
476,-0.029038649
477,-0.029080313
478,-0.027158206
479,-0.030250346
480,-0.016954351
481,-0.0105038425
482,-0.0025466697
483,0.010739672
484,0.015987825
485,0.022161108
486,0.021233339
487,0.015778203
488,0.017868444
489,0.01122742
490,0.006015937
491,0.010378829
492,0.004127277
493,0.0026587078
494,0.0012178845
495,-0.0058382293
496,-0.017183576
497,-0.020559045
498,-0.018337196
499,-0.026691597
500,-0.027265219
501,-0.020651646
502,-0.025487645
503,-0.025136696
504,-0.026540596
505,-0.026987284
506,-0.02912137
507,-0.02542865
508,-0.02719782
509,-0.02488177
510,-0.043050632
511,-0.036393724
512,-0.036181323
513,-0.03892723
514,-0.0024450012
515,-0.00884169
516,-0.0051229913
517,-0.002689151
518,-0.012283671
519,-0.00851677
520,0.0021274413
521,0.0033630307
522,-0.015471613
523,-0.012753882
524,-0.01711265
525,-0.023183633
526,-0.016786456
527,-0.033916965
528,-0.0421824
529,-0.05181801
530,-0.048649635
531,-0.06631162
532,-0.06852677
533,-0.07544824
534,-0.08580921
535,-0.098719165
536,-0.097736426
537,-0.09487883
538,-0.094474144
539,-0.0884045
540,-0.083542034
541,-0.08515917
542,-0.07662856
543,-0.0671993
544,-0.05956639
545,-0.08052553
546,-0.062291924
547,-0.063117705
548,-0.075925
549,-0.06958044
550,-0.08383462
551,-0.09162263
552,-0.10791445
553,-0.10976594
554,-0.11009115
555,-0.097935565
556,-0.09228983
557,-0.07776505
558,-0.07288136
559,-0.065868855
560,-0.05727656
561,-0.0659676
562,-0.06414522
563,-0.06471704
564,-0.061074667
565,-0.06464567
566,-0.112698376
567,-0.10665141
568,-0.10201757
569,-0.11652738
570,-0.11500554
571,-0.107836954
572,-0.10300051
573,-0.09710171
574,-0.09097561
575,-0.08718571
576,-0.0867273
577,-0.08084768
578,-0.07771311
579,-0.074330114
580,-0.07670532
581,-0.07698506
582,-0.0692496
583,-0.06517932
584,-0.060887348
585,-0.06410992
586,-0.07151441
587,-0.07421239
588,-0.07640753
589,-0.07864009
590,-0.07616737
591,-0.0620286
592,-0.047573116
593,-0.039516084
594,-0.025821898
595,-0.014205567
596,-0.0027421343
597,-0.0069241123
598,-0.012617249
599,-0.012520248
600,-0.010469089
601,-0.025566302
602,-0.02792573
603,-0.0050507504
604,-0.007722074
605,-0.022315951
606,-0.0129077975
607,0.0072927475
608,0.022537325
609,0.04376428
610,0.038930345
