,0
0,0.116010755
1,0.09670842
2,0.092708826
3,0.067302555
4,0.059323076
5,0.058899008
6,0.045765523
7,0.024705704
8,0.0041801054
9,-0.011977038
10,0.008176516
11,-0.0024371594
12,-0.021103475
13,-0.03847277
14,-0.02028298
15,-0.00644093
16,0.013564426
17,0.02308892
18,0.020408846
19,0.008074629
20,0.03228314
21,0.09712422
22,0.12150047
23,0.12633738
24,0.14384398
25,0.15503275
26,0.17925163
27,0.1784618
28,0.14778812
29,0.14549282
30,0.1758222
31,0.115332186
32,0.09601846
33,0.110608935
34,0.103286535
35,0.124776036
36,0.06705553
37,0.047152024
38,0.046589147
39,0.014025933
40,-0.005236067
41,-0.015835296
42,-0.0044982443
43,-0.024454694
44,-0.029313222
45,-0.027824864
46,-0.02377069
47,-0.038516518
48,-0.03893184
49,-0.059578005
50,-0.063260086
51,-0.08624366
52,-0.123074025
53,-0.14083606
54,-0.13992836
55,-0.122635245
56,-0.09409005
57,-0.09021169
58,-0.097225875
59,-0.092222854
60,-0.0795251
61,-0.057172168
62,-0.040180195
63,-0.02548246
64,-0.023447584
65,-0.008797577
66,0.04244113
67,0.07438028
68,0.062878974
69,0.056351233
70,0.07970114
71,0.08530893
72,0.08219132
73,0.09370089
74,0.10078758
75,0.09275232
76,0.11039213
77,0.13831276
78,0.16686171
79,0.1822711
80,0.157975
81,0.17263502
82,0.15796629
83,0.14299643
84,0.11194697
85,0.112426944
86,0.06184106
87,0.01983788
88,-0.020555936
89,-0.072932854
90,-0.090134464
91,-0.117973074
92,-0.13551077
93,-0.14640012
94,-0.15151475
95,-0.169469
96,-0.16785489
97,-0.15719801
98,-0.14786659
99,-0.134696
100,-0.14111592
101,-0.14032891
102,-0.1376096
103,-0.12842257
104,-0.10903644
105,-0.09887009
106,-0.08692526
107,-0.055264223
108,-0.057230566
109,-0.03478774
110,-0.021836083
111,-0.016424268
112,0.0116475895
113,0.007624455
114,0.15523587
115,0.1733396
116,0.21105337
117,0.19316615
118,0.21907283
119,0.20935409
120,0.21295527
121,0.19039324
122,0.21061163
123,0.21940507
124,0.28282884
125,0.29795614
126,0.2549036
127,0.2455185
128,0.23320398
129,0.20652528
130,0.19599737
131,0.21179156
132,0.17292775
133,0.13904245
134,0.17299648
135,0.18736716
136,0.186984
137,0.18833183
138,0.15997599
139,0.17174226
140,0.16370007
141,0.17229325
142,0.17683645
143,0.17238584
144,0.16421925
145,0.14847896
146,0.16729237
147,0.1753011
148,0.13873503
149,0.1375781
150,0.11121301
151,0.116415545
152,0.13245124
153,0.1636638
154,0.17282672
155,0.15789112
156,0.15191506
157,0.16357034
158,0.17060547
159,0.16326588
160,0.14100805
