,0
0,-0.026952906
1,-0.026466738
2,-0.03360717
3,-0.04140773
4,-0.04243911
5,-0.051556796
6,-0.06949623
7,-0.071811624
8,-0.0783498
9,-0.08420364
10,-0.086095646
11,-0.0961895
12,-0.0925983
13,-0.09599392
14,-0.098753385
15,-0.0959225
16,-0.08557087
17,-0.07080095
18,-0.067394756
19,-0.06844638
20,-0.055527527
21,-0.04567605
22,-0.044552993
23,-0.052013263
24,0.012362849
25,0.027712977
26,0.030578567
27,0.028831547
28,0.033317942
29,0.034657486
30,0.03991612
31,0.03839214
32,0.035359617
33,0.040334657
34,0.05119483
35,0.055936165
36,0.07500697
37,0.09358158
38,0.077690005
39,0.07068104
40,0.07652242
41,0.084923774
42,0.093686394
43,0.09850969
44,0.07649256
45,0.07919178
46,0.089264944
47,0.09125033
48,0.104035154
49,0.09215706
50,0.0746124
51,0.06115074
52,0.048561823
53,0.04604581
54,0.044489942
55,0.047466554
56,0.04794455
57,0.06328536
58,0.06928874
59,0.06264329
60,0.06807605
61,0.0671605
62,0.07471551
63,0.057147898
64,0.060435284
65,0.06479681
66,0.06532316
67,0.07736939
68,0.08866715
69,0.09255744
70,0.0982341
71,0.10854623
72,0.10223549
73,0.08753934
74,0.09010787
75,0.0756648
76,0.08137677
77,0.083557464
78,0.07741913
79,0.07362623
80,0.07589668
81,0.0969327
82,0.09871536
83,0.1175899
84,0.12969469
85,0.14517517
86,0.15284054
87,0.10906033
88,0.09700144
89,0.09778732
90,0.10019153
91,0.09403414
92,0.08953
93,0.08304509
94,0.057762403
95,0.07277932
96,0.06288716
97,0.056093644
98,0.050909027
99,0.037335545
100,0.037572898
101,0.037012275
102,0.03441872
103,0.029419674
104,0.02333027
105,0.006790396
106,0.016173067
107,0.008280353
108,0.001260303
109,0.008470938
110,0.008678902
111,-0.0013528718
112,-0.002127544
113,-0.0068207984
114,-0.02313372
115,-0.037718188
116,-0.029176598
117,-0.026450787
118,-0.020514699
119,-0.01883673
120,-0.009207049
121,-0.0033114846
122,0.004604257
123,0.015324902
124,0.02576858
125,0.02792547
126,0.032273695
127,0.04326994
128,0.052757893
129,0.061324205
130,0.06603368
131,0.08247435
132,0.097446956
133,0.09806081
134,0.09257564
135,0.10635012
136,0.12383944
137,0.14121683
138,0.15096915
139,0.14475358
140,0.124784656
141,0.119021185
