,0
0,-0.069399014
1,-0.046656035
2,-0.041885525
3,-0.038817927
4,-0.03909249
5,-0.02592277
6,-0.027161034
7,-0.015555738
8,-0.034816228
9,-0.05764129
10,-0.081092075
11,-0.08397934
12,-0.08454599
13,-0.099025786
14,-0.09788146
15,-0.09490359
16,-0.10272387
17,-0.121926725
18,-0.12493284
19,-0.15350403
20,-0.17709169
21,-0.1796051
22,-0.18925858
23,-0.18638553
24,-0.17565694
25,-0.18951175
26,-0.18941844
27,-0.18990654
28,-0.17886232
29,-0.17078301
30,-0.1655306
31,-0.1454181
32,-0.11627588
33,-0.09932978
34,-0.10149014
35,-0.091006406
36,-0.07611691
37,-0.08285759
38,-0.09661617
39,-0.10396137
40,-0.088344954
41,-0.08035622
42,-0.10074867
43,-0.0860226
44,-0.02582665
45,-0.04528579
46,-0.048773125
47,-0.037822425
48,-0.010830034
49,0.00058867224
50,-0.00017764326
51,-0.0026941895
52,-0.011866612
53,-0.014052372
54,-0.01563908
55,-0.023395406
56,-0.02119259
57,-0.017392347
58,-0.022144847
59,-0.02056294
60,-0.018277481
61,-0.028010784
62,-0.023534803
63,-0.0028912816
64,0.004722785
65,0.032091804
66,0.031663693
67,0.032491606
68,0.027309258
69,0.041694783
70,0.047544345
71,0.064166255
72,0.10376026
73,0.09173081
74,0.12623413
75,0.12390566
76,0.114956945
77,0.11788181
78,0.12408592
79,0.12912612
80,0.14130524
81,0.1444561
82,0.16070278
83,0.15637985
84,0.19080636
85,0.1944712
86,0.17882843
87,0.1757314
88,0.18666747
89,0.17972644
90,0.19329114
91,0.20514274
92,0.20872308
93,0.20733236
94,0.22087759
95,0.25274596
96,0.29867074
97,0.30696383
98,0.30160967
99,0.32931557
100,0.2882871
101,0.2849224
102,0.32108012
103,0.2906713
104,0.23981655
105,0.215708
106,0.2090009
107,0.20701316
108,0.16459851
109,0.12562375
110,0.11666394
111,0.12147164
112,0.12170688
113,0.10205893
114,0.08313389
115,0.08273507
116,0.083265774
117,0.04898505
118,0.07029475
119,0.058770865
120,0.039431468
121,0.054593116
122,0.072190695
123,0.10649558
124,0.07026899
125,0.032700703
126,0.031545132
127,0.015687093
128,0.09769316
129,0.10950422
130,0.12550455
131,0.13654724
132,0.12518165
133,0.10577779
134,0.0972883
135,0.08305956
136,0.12178756
137,0.12388588
138,0.08279562
139,0.09129106
140,0.06799454
141,0.06385838
142,0.049862005
143,0.04362823
144,0.042109706
145,0.031798337
146,0.04313372
147,0.039233018
148,0.03990574
149,0.04477796
150,0.06652389
151,0.06420887
152,0.0741328
153,0.07213904
154,0.07984141
155,0.05848033
156,0.04804991
157,0.0640233
158,0.06513715
159,0.060149238
160,0.04669942
161,0.050834864
162,0.022580508
163,0.020104244
164,0.051593035
165,0.04912334
166,0.040130027
167,0.04463184
168,0.025072942
169,0.019052196
170,0.044606395
171,0.040524364
172,0.018467821
173,0.01425268
174,0.0085183345
175,0.002073172
176,-0.0019342005
177,0.011511622
178,0.019002512
179,0.0060047936
180,0.027088998
181,0.036030218
182,0.011038044
183,0.0067272326
184,-0.0067338394
185,-0.028261473
186,-0.018665839
187,-0.010504413
188,-0.010718131
189,0.012817705
190,0.038538277
191,0.038681425
192,0.03520286
193,0.04354444
194,0.039172895
195,0.046056136
196,0.050871544
197,0.044240125
198,0.016416438
199,0.008530587
200,0.012354547
201,0.023581121
202,-0.030176291
203,-0.019206261
204,-0.021463988
205,-0.03158106
206,-0.026195163
207,-0.032973237
208,-0.024449421
209,-0.020827094
210,-0.011225665
211,-0.014474286
212,-0.012599712
213,0.012860206
214,0.010579636
215,0.0137548465
216,0.003692315
217,-0.014884781
218,-0.0191034
219,-0.023473391
220,-0.04759247
221,-0.055930518
222,-0.07134578
223,-0.09773491
224,-0.10934834
225,-0.110716105
226,-0.110820234
227,-0.11740287
228,-0.1244086
229,-0.1261111
230,-0.11135816
231,-0.1136302
232,-0.11535297
233,-0.14520533
234,-0.14669496
235,-0.13736282
236,-0.13973747
237,-0.14703697
238,-0.164614
239,-0.17152467
240,-0.1911439
241,-0.20560496
242,-0.20723821
243,-0.19193622
244,-0.18958487
245,-0.19749382
246,-0.19152874
247,-0.20034808
248,-0.2031018
249,-0.19858938
250,-0.18474114
251,-0.18584584
252,-0.1655365
253,-0.17370263
254,-0.18009251
255,-0.17775565
256,-0.16960542
257,-0.16117373
258,-0.12796295
259,-0.13064702
260,-0.13045618
261,-0.0918651
262,-0.08587921
263,-0.08182292
264,-0.08749027
265,-0.07870665
266,-0.07480776
267,-0.06430717
268,-0.056503512
269,-0.043113686
270,-0.06417042
271,-0.0798271
272,-0.072295696
273,-0.05099053
274,-0.05060313
