Date,Open,High,Low,Close,Adj Close,Volume
2014-08-22,402.190002,402.190002,331.929993,331.929993,331.929993,8125
2014-08-23,287.429993,465.290009,287.429993,304.250000,304.250000,12157
2014-08-24,336.279999,355.029999,319.529999,355.029999,355.029999,2385
2014-08-25,361.010010,415.160004,361.010010,397.109985,397.109985,2982
2014-08-26,341.380005,352.250000,322.140015,322.140015,322.140015,5985
2014-08-27,345.089996,365.709991,332.459991,332.459991,332.459991,3999
2014-08-28,363.640015,432.359985,323.049988,432.359985,432.359985,17385
2014-08-29,335.420013,399.500000,334.079987,399.500000,399.500000,41552
2014-08-30,375.079987,349.529999,297.850006,340.690002,340.690002,7617
2014-08-31,347.269989,506.429993,325.399994,341.799988,341.799988,96121
2014-09-01,337.459991,330.160004,288.859985,301.589996,301.589996,1839
2014-09-02,276.320007,293.190002,276.320007,276.320007,276.320007,2243
2014-09-03,281.989990,322.059998,281.809998,322.059998,322.059998,19735
2014-09-04,322.920013,352.079987,268.570007,268.570007,268.570007,95030
2014-09-05,287.859985,345.470001,321.540009,321.540009,321.540009,65931
2014-09-06,321.220001,345.760010,316.760010,316.760010,316.760010,4019
2014-09-07,309.750000,342.790009,311.619995,342.790009,342.790009,15840
2014-09-08,306.769989,306.769989,278.850006,278.880005,278.880005,3932
2014-09-09,295.929993,501.890015,293.859985,485.320007,485.320007,28959
2014-09-10,519.929993,524.369995,333.829987,366.489990,366.489990,4031
2014-09-11,323.799988,324.920013,305.309998,305.309998,305.309998,7119
2014-09-12,340.200012,349.559998,340.200012,349.559998,349.559998,13601
2014-09-13,316.160004,324.059998,315.029999,315.869995,315.869995,174830
2014-09-14,317.059998,309.130005,309.130005,309.130005,309.130005,13329
2014-09-15,301.130005,308.029999,291.200012,291.200012,291.200012,7961
2014-09-16,527.500000,568.000000,478.850006,568.000000,568.000000,164816
2014-09-17,376.160004,450.000000,351.660004,450.000000,450.000000,99481
2014-09-18,338.320007,360.970001,268.859985,274.839996,274.839996,42234
2014-09-19,286.429993,293.179993,277.350006,277.609985,277.609985,13758
2014-09-20,265.700012,275.140015,260.239990,264.709991,264.709991,10278
2014-09-21,293.660004,301.649994,279.339996,288.709991,288.709991,10789
2014-09-22,305.070007,321.369995,307.980011,319.619995,319.619995,34020
2014-09-23,296.649994,267.640015,260.880005,263.480011,263.480011,35382
2014-09-24,273.010010,311.869995,302.630005,303.190002,303.190002,118289
2014-09-25,279.600006,286.570007,281.670013,283.989990,283.989990,57936
2014-09-26,294.640015,296.519989,294.369995,295.709991,295.709991,63012
2014-09-27,246.279999,249.179993,243.830002,248.509995,248.509995,115949
2014-09-28,279.239990,284.500000,278.239990,283.750000,283.750000,92684
2014-09-29,294.690002,302.239990,285.059998,301.200012,301.200012,139982
2014-09-30,260.929993,262.059998,259.130005,261.609985,261.609985,85758
2014-10-01,276.899994,291.940002,269.980011,288.359985,288.359985,66435
2014-10-02,303.420013,308.700012,292.869995,292.869995,292.869995,4618
2014-10-03,275.649994,275.410004,270.450012,272.579987,272.579987,9142
2014-10-04,232.820007,233.630005,230.800003,232.220001,232.220001,90284
2014-10-05,239.279999,242.199997,235.330002,238.029999,238.029999,103266
2014-10-06,235.899994,242.699997,233.839996,242.289993,242.289993,6003
2014-10-07,285.040009,280.670013,272.179993,272.420013,272.420013,41475
2014-10-08,258.739990,258.970001,248.380005,248.380005,248.380005,47336
2014-10-09,271.660004,259.559998,254.520004,257.040009,257.040009,1138
2014-10-10,223.990005,219.589996,195.000000,219.589996,219.589996,1989
2014-10-11,227.149994,246.460007,232.600006,233.059998,233.059998,27463
2014-10-12,233.589996,246.800003,228.580002,228.580002,228.580002,15655
2014-10-13,272.829987,326.899994,271.359985,326.359985,326.359985,57553
